# p_bar (bar) z (km) T (K) nH2 (cm-3) nHe (cm-3) nH (cm-3) nCH4 (cm-3) nC2H2 (cm-3) nC2H4 (cm-3) nC2H6 (cm-3)
1.453198e-03  142.88  163.52 1.086314e+16 1.249366e+15 7.749839e+07 2.304008e+13 8.480608e+08 3.002950e+10 4.305905e+07
1.374917e-03  144.12  163.54 1.035062e+16 1.184742e+15 8.165464e+07 2.195307e+13 8.665055e+08 2.921862e+10 4.352943e+07
1.300854e-03  145.36  163.55 9.838108e+15 1.120118e+15 8.581090e+07 2.086606e+13 8.849502e+08 2.840774e+10 4.399982e+07
1.230780e-03  146.60  163.57 9.325592e+15 1.055493e+15 8.996715e+07 1.977905e+13 9.033949e+08 2.759685e+10 4.447021e+07
1.164481e-03  147.84  163.59 8.813075e+15 9.908690e+14 9.412341e+07 1.869204e+13 9.218396e+08 2.678597e+10 4.494060e+07
1.101753e-03  149.08  163.60 8.300559e+15 9.262447e+14 9.827966e+07 1.760503e+13 9.402843e+08 2.597509e+10 4.541099e+07
1.042404e-03  150.33  163.65 7.831277e+15 8.680156e+14 1.037571e+08 1.660972e+13 9.557482e+08 2.518168e+10 4.582869e+07
9.862522e-04  151.58  163.79 7.484140e+15 8.278536e+14 1.129669e+08 1.587347e+13 9.627910e+08 2.443761e+10 4.609755e+07
9.331251e-04  152.82  163.92 7.137002e+15 7.876917e+14 1.221768e+08 1.513721e+13 9.698338e+08 2.369353e+10 4.636641e+07
8.828599e-04  154.07  164.06 6.789864e+15 7.475298e+14 1.313866e+08 1.440096e+13 9.768767e+08 2.294946e+10 4.663527e+07
8.353023e-04  155.32  164.19 6.442726e+15 7.073678e+14 1.405964e+08 1.366471e+13 9.839195e+08 2.220539e+10 4.690412e+07
7.903066e-04  156.57  164.33 6.095588e+15 6.672059e+14 1.498063e+08 1.292846e+13 9.909623e+08 2.146132e+10 4.717298e+07
7.477346e-04  157.82  164.46 5.748451e+15 6.270439e+14 1.590161e+08 1.219220e+13 9.980051e+08 2.071725e+10 4.744184e+07
7.074559e-04  159.07  164.60 5.401313e+15 5.868820e+14 1.682260e+08 1.145595e+13 1.005048e+09 1.997318e+10 4.771070e+07
6.693470e-04  160.32  164.73 5.084686e+15 5.505940e+14 1.791165e+08 1.078441e+13 1.012090e+09 1.929234e+10 4.799849e+07
